Crime Type,Crime Subtype,Crime Description,Crime Severity,Crime Status,Location,Area/Neighborhood,City,State/Region,Country,Location Type,Date,Time,Day of the Week,Season,Duration,Victim Name,Victim Age,Victim Gender,Victim Contact Information,Victim Statement,Injuries Sustained,Property Lost/Damaged,Suspect Name,Suspect Age,Suspect Gender,Suspect Description,Suspect Criminal History,Suspect Modus Operandi,Number of Suspects,Witness Name,Witness Statement,Witness Contact Information,Evidence Type,Evidence Description,Evidence Collection Date,Evidence Location,Arrests Made,Charges Filed,Method of Entry,Weapons Used,Tools Used,Escape Route,Monetary Loss,Motive,Crime Pattern,Gang Involvement,Terrorism Link,Media Coverage,Public Alert Issued,Social Media Activity,Source of Information,Confidentiality Level,Tags/Keywords
Traffic and Vehicle Crimes,Carjacking,Explicabo dignissimos corrupti dolorem tempora recusandae aliquam quia ut minima aliquid adipisci.,Minor,Solved,"55
Sehgal Street
Vellore 840373",Hospet,Ludhiana,Punjab,India,Public Space,1989-07-10,15:35:19,Monday,Winter,48 minutes,Sana Bose,27,Female,6255957328,"The pain of carrying them, which I hate the pain of the great things to follow the result of it.",Burn injuries,Jewelry worth Rs. 2 lakhs stolen,Zaina Kannan,18,Male,Aperiam exercitationem doloremque aut accusamus optio sit enim molestiae iure distinctio excepturi debitis distinctio. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Set fire to the evidence,2,Kabir Dugal,"To obtain the debts of the pain of him to encounter a result to be as a pleasure to be fun flight, flattering, the training of the pain of the tiny pain of the reason to encounter rejected.",800421333,DNA Sample,Hacked emails with transaction details,1995-09-04,"04, Hegde Road, Maheshtala 090585",No,Arrested and charged for human trafficking,Unlocked Door,,Hacking Software,Used a tunnel behind the house,Rs. 71061,Personal Vendetta,No,No,No,Yes,No,Yes,Witness Account,Restricted,carjacking
Kidnapping/Abduction,Hostage Situation,Nam architecto culpa quasi provident nulla doloribus officiis magnam nisi provident fuga accusantium illum sequi porro cum excepturi.,Severe,Under Investigation,"H.No. 25, Chowdhury Nagar, Jabalpur 702867",Tenali,Ludhiana,Punjab,India,Public Space,1991-01-12,06:28:17,Tuesday,Monsoon,94 minutes,Jivika Khanna,36,Female,910331355490,Expedit from a means of and make the carrying or election often thanks to some never often loosed.,Burn injuries,House ransacked,Ishaan Chad,36,Female,To obtain the option of the quo blinded by an envelope of a great fleeting methods and easy exercise of his regular choosing. Wearing a black hoodie and had a scar on the left Cheek.,Convicted for assault in 2018,Hacked into bank accounts,2,Vivaan Reddy,Present easy to be helpful to be rejected by the discovery of the discovery to seek some of the pain which is accepted by the pain which is accepted.,7090718832,Weapon,Witness video recording,1998-05-19,"79/44, Sawhney, Aurangabad-631258",Yes,Bailable offense under IPC 420,Forced Entry,Gun,Lockpick,Ran into a crowded market,Rs. 69916,Personal Vendetta,Yes,Yes,Yes,No,Yes,Yes,Witness Account,Classified,hostage situation
Terrorism,Bombing,Tempora praesentium impedit totam quisquam incidunt atque soluta in facere fugiat explicabo vitae dolores odit voluptatem odio quod itaque omnis exercitationem qui.,Moderate,Reported,"71/42
Krishnamurthy Ganj
Bettiah-190636",Jalgaon,Ludhiana,Punjab,India,Public Space,1977-02-16,01:38:53,Wednesday,Autumn,27 minutes,Divit Garde,27,Female,361432643,"If you don't repel it easy to abandon as it is pain or most of the needs of our troubles, our encounter a hate.",Gunshot wound,Bike set on fire,Emir Virk,46,Male,Maxime facere soluta cumque minima aliquam consequatur alias autem. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Broke in through the backdoor,5,Anahi Anand,"Flourishes, indeed, accepted by the flight of the flight of pain, from and hate the pleasure of the pleasure of the pain of the pain of the mind or mind.",6765790603,Weapon,Bank statements proving embezzlement,2014-06-24,"H.No. 326, Magar Path, Yamunanagar 040043",No,Bailable offense under IPC 420,Forced Entry,,,Ran into a crowded market,Rs. 204045,Financial Gain,Yes,Yes,Yes,No,Yes,Yes,Witness Account,Restricted,bombing
Traffic and Vehicle Crimes,Carjacking,Atque quod id temporibus pariatur eum voluptate culpa accusamus sit provident explicabo officia ad est perspiciatis possimus placeat quam ea qui esse.,Moderate,Closed,"20
Chana Ganj, Panvel 192742",Gwalior,Ludhiana,Punjab,India,Public Space,2004-07-20,10:17:32,Sunday,Summer,7 minutes,Kashvi Sandal,24,Female,722811262,Our choice is to be eligible to be piously free to be rejected.,"No physical injuries, but mental trauma",Laptop and cash stolen,Anya Bhandari,22,Male,Eos maiores sit quis molestiae velit facilis. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Used fake IDs to commit fraud,1,Elakshi Dugar,Things to be rejected by the absence of the entire consectetur the entire pain from snacks of the mind.,7890659489,CCTV Footage,CCTV footage showing the suspect,1976-08-06,"H.No. 530
Sethi Path, Nellore-442698",No,Arrested and charged for human trafficking,Unlocked Door,Gun,,Fled on a stolen bike,Rs. 265840,Financial Gain,No,No,No,No,Yes,Yes,Witness Account,Restricted,carjacking
Assault,Physical Assault,Aperiam numquam soluta eos exercitationem illo quae odit quasi voluptates in ab voluptatum voluptatem eius amet quo fugit.,Severe,Under Investigation,"67/34, Chopra Circle
Durg-597285",Bhind,Ludhiana,Punjab,India,Residential,1974-09-23,11:49:09,Sunday,Winter,47 minutes,Vardaniya Divan,53,Other,7356813288,"Choose selected to choose as expeditious or smoothly, flatteries welcome to open her not a wise thing.",Head injury,Car windshield broken,Zaina Ganesh,39,Male,Eveniet autem voluptate voluptate exercitationem libero dignissimos. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Used fake IDs to commit fraud,5,Nitara Ahuja,"Preventing pleasure to architectus less accepted them to do welcome but the smallest nor to be our pardon, but the major enhanced as a.",914291383291,Weapon,Witness video recording,1987-11-26,"67/71
Choudhary Street
Pali-007718",No,Arrested and charged for human trafficking,Forced Entry,Knife,,Fled on a stolen bike,Rs. 264009,Financial Gain,No,No,No,No,No,Yes,Witness Account,Public,physical assault
Robbery,Unarmed Robbery,Accusamus porro natus neque soluta ad facilis placeat quidem aliquid soluta illo amet tempore nemo doloremque sed nihil exercitationem.,Moderate,Reported,"27, Sandal Road, Panvel 917621",Karnal,Ludhiana,Punjab,India,Residential,1991-03-16,03:19:22,Friday,Winter,77 minutes,Rati Lala,26,Male,912127309295,We are the resilience of the heart of the blessed by the ID services.,Fractured arm,Shop looted overnight,Navya Das,42,Other,Quaerat et reiciendis occaecati ut est magnam repellendus ea. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Threatened victims with a knife,1,Samar Ganesan,From provident of the quo these rights to which the accepted needs rejects the desire to accept the desire to be as much as the exercise of the most occaecati or something.,7497800670,Fingerprint,Witness video recording,1997-07-06,"H.No. 343
Kumar Chowk, Sultan Pur Majra-630854",No,Bailable offense under IPC 420,Security Breach,Blunt Object,,Left the country using a fake passport,Rs. 36002,Personal Vendetta,No,No,No,Yes,Yes,Yes,Police Report,Public,unarmed robbery
Assault,Domestic Violence,Reiciendis distinctio eveniet ab odio exercitationem veniam autem expedita cumque omnis facere iusto odit doloribus asperiores necessitatibus in temporibus dolores numquam.,Minor,Closed,"124, Dyal Chowk, Haridwar 257006",Bijapur,Ludhiana,Punjab,India,Residential,1989-03-16,01:39:44,Friday,Winter,22 minutes,Siya Majumdar,40,Other,912915739673,Services to obtain easy enduring less than otherwise easy to be free of the enduring abandoned to be pleasing to the laborious to please the regular way of discomfort.,Fractured arm,Jewelry worth Rs. 2 lakhs stolen,Charvi Shetty,18,Other,Odio cum nam tempora repudiandae porro debitis suscipit soluta non quasi est voluptas cumque consequatur. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Threatened victims with a knife,4,Divit Sampath,The body to follow the needs of the needs of the choosing the actual explanation of the distinction to make the pain of the needs.,1100987310,Fingerprint,Witness video recording,2018-07-07,"843, Behl Circle
Nandyal-192801",No,No charges filed yet,Forced Entry,Gun,Lockpick,Boarded a train to another city,Rs. 183685,Personal Vendetta,No,Yes,Yes,No,Yes,No,Witness Account,Restricted,domestic violence
Terrorism,Bombing,Repudiandae ipsum impedit sequi maiores architecto tempora voluptate error laboriosam repellat possimus recusandae.,Severe,Solved,"H.No. 582, Chandra Nagar, Amaravati 621766",Saharsa,Ludhiana,Punjab,India,Public Space,2009-05-08,23:16:30,Wednesday,Monsoon,102 minutes,Purab Mani,35,Male,8537519977,Accuse the times of a regular incident to make a true.,Gunshot wound,Gold chain and mobile phone stolen,Riaan Baral,45,Female,Assumenda velit officiis beatae odio explicabo sapiente voluptatibus dolore. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Used fake IDs to commit fraud,2,Jivika Sanghvi,"Failure to take the offices of the desire for those who have never been right, but worthy of what is desirable, and the needs of the present right to be pleasing.",787599673,CCTV Footage,Hacked emails with transaction details,1980-04-24,"63/303, Vohra Road
Khora  360129",Yes,No charges filed yet,Forced Entry,,,Left the country using a fake passport,Rs. 411270,Gang Rivalry,Yes,No,Yes,Yes,No,Yes,Victim Statement,Classified,bombing
Gang Violence,Gang Clash,Dolorem nostrum cum est quae porro architecto laborum recusandae officiis eius sunt aperiam ullam dolores cumque voluptatibus.,Severe,Closed,"84/048, Talwar Circle, Hindupur 790496",Bhavnagar,Ludhiana,Punjab,India,Residential,1976-05-01,22:50:48,Wednesday,Monsoon,85 minutes,Aarav Gulati,26,Other,5631010620,Selection services welcome to obtain the life I will explain to him because he who rejects the perfume for pleasure than to elect and provision.,Fractured arm,Laptop and cash stolen,Aarush Shere,18,Female,Necessitatibus quas placeat quos voluptas perferendis architecto nihil. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Used fake IDs to commit fraud,1,Samiha Sama,In order to present the tiny pleasures of the pain to take pleasure in pain because the pain is abandoned to make a fault of corrupt deserving body option.,1370078025,Weapon,Hacked emails with transaction details,2022-06-19,"74/60
Sandal Chowk, Varanasi-657623",No,Bailable offense under IPC 420,Security Breach,,Lockpick,Boarded a train to another city,Rs. 183168,Personal Vendetta,Yes,Yes,No,No,Yes,Yes,Witness Account,Public,gang clash
Terrorism,Cyber Terrorism,Labore nam sit ipsam saepe quis aut nam eligendi consequuntur illum non cupiditate rem.,Moderate,Closed,"28
Dutt Path, Allahabad-868977",Panchkula,Ludhiana,Punjab,India,Public Space,2013-05-15,08:17:53,Wednesday,Winter,66 minutes,Nayantara Manne,45,Male,1819745773,These pleasures in the outdoor id is a great cause of the less of the necessity of any of the needs of any of the deleniti.,Head injury,Gold chain and mobile phone stolen,Eva Agrawal,45,Male,Pariatur molestias fugiat exercitationem hic error incidunt suscipit sint velit consectetur occaecati et. Wearing a black hoodie and had a scar on the left cheek.,Multiple cases of fraud pending,Threatened victims with a knife,3,Emir Kadakia,"The pleasure of the work like that this method or result of choices on the other hand, which is worthy of the exercise of some of the pain of the actual pains.",5950742943,CCTV Footage,Murder weapon recovered from trash,2013-08-17,"698, Rajan Circle
Chennai-622857",No,Case registered under cybercrime act,Unlocked Door,,,Left the country using a fake passport,Rs. 81442,Gang Rivalry,Yes,Yes,Yes,Yes,Yes,No,Police Report,Restricted,cyber terrorism
Robbery,Highway Robbery,Odio nostrum suscipit labore porro quaerat ratione quibusdam id ratione delectus pariatur cupiditate quasi a.,Moderate,Solved,"H.No. 512, Varty Marg, Sri Ganganagar 361362",Hajipur,Ludhiana,Punjab,India,Commercial,1996-12-11,13:23:00,Monday,Monsoon,16 minutes,Shaan Vasa,55,Other,918835304649,Their task of the corrupt to the pain of the duties of the choice of which it is not to be abandoned to be prepared and repudiated here mainstream.,Multiple stab wounds,Bike set on fire,Aarav Das,22,Other,Assumenda vel consequatur sequi voluptatibus mollitia doloremque sed deleniti neque eius. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Set fire to the evidence,1,Ishaan Dada,Magni reiciendis rerum facilis adipisci a rem tempore consequuntur consequuntur vitae iste recusandae fuga porro temporibus iusto quibusdam accusamus.,8909209266,Weapon,Fingerprints found on the crime scene,1991-02-23,"H.No. 766
Vora Nagar
Muzaffarpur 031928",No,No charges filed yet,Unlocked Door,Gun,Hacking Software,Boarded a train to another city,Rs. 276976,Financial Gain,No,Yes,No,Yes,No,Yes,Witness Account,Restricted,highway robbery
Robbery,Highway Robbery,Iste reiciendis necessitatibus ipsa sunt ullam voluptatibus facere sed animi expedita deserunt distinctio facere saepe quis voluptas omnis ex.,Moderate,Closed,"61/31, Krishnan
Erode 999228",Ranchi,Ludhiana,Punjab,India,Commercial,1975-04-10,19:50:20,Friday,Monsoon,72 minutes,Saira Bhattacharyya,51,Other,917562468702,"And the pain of the criticized, therefore, denouncing this accusing as if to follow what he receives deserving of hatred of the pleasure of the prosecutors of the blessed life.",Head injury,Jewelry worth Rs. 2 lakhs stolen,Armaan Lata,37,Other,Voluptate velit mollitia quas perspiciatis quia quos exercitationem. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Used a stolen car for escape,3,Amani Sharaf,Even the whole of the smallest of the smallest of the tiny things we have to be assumed the pleasure of things or to follow the error services.,6572815441,CCTV Footage,Bank statements proving embezzlement,2005-06-03,"H.No. 55, Mander Zila, Medininagar 355572",Yes,Charged under IPC 392 for robbery,Security Breach,,Lockpick,Boarded a train to another city,Rs. 42348,Personal Vendetta,Yes,Yes,No,Yes,No,Yes,Police Report,Classified,highway robbery
Financial Crimes,Money Laundering,Perspiciatis sunt enim labore praesentium exercitationem error magni asperiores quibusdam aspernatur soluta facere placeat.,Moderate,Under Investigation,"93/958, Gade Nagar, Nadiad 481628",Shahjahanpur,Ludhiana,Punjab,India,Residential,1983-02-07,10:21:44,Friday,Autumn,99 minutes,Vidur Din,19,Other,535261098,"All the quo pleasures of the times of the great pain, however, receives the troubles of no one to be undertaken.","No physical injuries, but mental trauma",Bike set on fire,Pari Chander,49,Male,Explicabo voluptates earum nobis suscipit laboriosam dolores culpa illo aspernatur. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used a stolen car for escape,5,Eva Kata,"Failure to be at the other time, who will be unless the most offensive needs to follow.",917233519089,DNA Sample,Bank statements proving embezzlement,2018-12-27,"618, Iyengar Circle, Aurangabad-442050",Yes,Charged under IPC 392 for robbery,Forced Entry,Gun,Hacking Software,Used a tunnel behind the house,Rs. 344751,Financial Gain,Yes,Yes,Yes,Yes,No,No,Police Report,Public,money laundering
Traffic and Vehicle Crimes,Hit-and-Run,Excepturi ullam veritatis laborum nam cum quis culpa deserunt molestiae voluptates quam at corrupti ullam suscipit maxime id eligendi maxime.,Severe,Under Investigation,"841, Cherian Chowk
Khandwa 501973",Mango,Ludhiana,Punjab,India,Public Space,2002-10-25,16:19:28,Tuesday,Autumn,60 minutes,Shanaya Sunder,21,Male,3961185703,"Hate the great mistake of pleasure, our pleasure, with the smallest of some of the snacks of some of the things of some of them.",Minor bruises,Gold chain and mobile phone stolen,Vaibhav Cherian,27,Female,Dolor eveniet saepe quod consectetur expedita soluta labore illum perspiciatis praesentium id. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Hacked into bank accounts,5,Seher Varughese,"Or deleniti something to follow the exercise, no one who is the very least, and there is no repelled encounter the case of blessed here.",911748317472,Weapon,Murder weapon recovered from trash,1973-03-16,"919
Madan Street
Machilipatnam-328910",Yes,Bailable offense under IPC 420,Forced Entry,Gun,Lockpick,Escaped using a fake taxi,Rs. 210920,Financial Gain,Yes,No,Yes,No,Yes,Yes,Witness Account,Classified,hit-and-run
